patent_id	assignee_sequence	assignee_id	disambig_assignee_individual_name_first	disambig_assignee_individual_name_last	disambig_assignee_organization	assignee_type	location_id
11004059	1	org:0011			LG Electronics Inc.	2	loc-0522
11004060	1	org:0031			Tesla, Inc.	2	loc-0540
11004061	1	org:0013			TSMC Limited	2	loc-0109
11004062	1	org:0019			Siemens Aktiengesellschaft	2	loc-0352
11004063	1	org:0011			LG Electronics Inc.	2	loc-0386
11004064	1	org:0031			Tesla, Inc.	2	loc-0510
11004065	1	org:0015			Amazon Technologies, Inc.	2	loc-0104
11004066	1	org:0002			Canon Inc.	2	loc-0122
11004067	1	org:0016			Meta Platforms, Inc.	2	loc-0114
11004068	1	org:0016			Meta Platforms, Inc.	2	loc-0342
11004069	1	org:0004			Intel Corporation	2	loc-0274
11004070	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0156
11004070	2	org:0000			International Business Machines Corporation	2	loc-0263
11004071	1	org:0015			Amazon Technologies, Inc.	2	loc-0545
11004072	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0039
11004073	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0283
11004074	1	org:0028			Oracle International Corporation	2	loc-0376
11004075	1	org:0002			Canon Inc.	2	loc-0243
11004076	1	org:0017			Boeing Company, The	2	loc-0188
11004076	2	org:0003			Microsoft Technology Licensing, LLC	2	loc-0388
11004077	1	org:0000			International Business Machines Corporation	2	loc-0330
11004078	1	org:0022			NVIDIA Corporation	2	loc-0572
11004078	2	org:0020			Robert Bosch GmbH	2	loc-0592
11004079	1	org:0027			Cisco Technology, Inc.	2	loc-0595
11004080	1	org:0023			Micron Technology, Inc.	2	loc-0363
11004081	1	org:0002			Canon Inc.	2	loc-0205
11004082	1	org:0004			Intel Corporation	2	loc-0563
11004083	1	org:0018			General Electric Company	2	loc-0278
11004084	1	org:0012			Panasonic Holdings Corporation	2	loc-0317
11004085	1	org:0009			Sony Group Corporation	2	loc-0292
11004086	1	org:0021			Ford Global Technologies, LLC	2	loc-0335
11004087	1	org:0021			Ford Global Technologies, LLC	2	loc-0236
11004088	1	org:0011			LG Electronics Inc.	2	loc-0132
11004088	2	org:0026			Dell Products L.P.	2	loc-0397
11004089	1	org:0009			Sony Group Corporation	2	loc-0187
11004090	1	org:0002			Canon Inc.	2	loc-0083
11004091	1	org:0021			Ford Global Technologies, LLC	2	loc-0167
11004092	1	org:0031			Tesla, Inc.	2	loc-0576
11004092	2	org:0021			Ford Global Technologies, LLC	2	loc-0392
11004093	1	org:0017			Boeing Company, The	2	loc-0127
11004094	1	org:0025			BYD Company Limited	2	loc-0465
11004094	2	org:0009			Sony Group Corporation	2	loc-0508
11004095	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0110
11004096	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0042
11004097	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0364
11004098	1	org:0013			TSMC Limited	2	loc-0508
11004099	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0069
11004100	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0504
11004101	1	org:0029			SAP SE	2	loc-0472
11004102	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0458
11004103	1	org:0000			International Business Machines Corporation	2	loc-0449
11004104	1	org:0025			BYD Company Limited	2	loc-0266
11004105	1	org:0017			Boeing Company, The	2	loc-0044
11004106	1	org:0016			Meta Platforms, Inc.	2	loc-0189
11004106	2	org:0021			Ford Global Technologies, LLC	2	loc-0018
11004107	1	org:0024			Hitachi, Ltd.	2	loc-0593
11004108	1	org:0021			Ford Global Technologies, LLC	2	loc-0069
11004109	1	org:0018			General Electric Company	2	loc-0486
11004110	1	org:0006			Apple Inc.	2	loc-0347
11004111	1	org:0007			Google LLC	2	loc-0261
11004113	1	org:0020			Robert Bosch GmbH	2	loc-0491
11004114	1	org:0029			SAP SE	2	loc-0394
11004115	1	org:0023			Micron Technology, Inc.	2	loc-0167
11004116	1	org:0030			ASML Netherlands B.V.	2	loc-0376
11004116	2	org:0008			Qualcomm Incorporated	2	loc-0002
11004117	1	org:0031			Tesla, Inc.	2	loc-0488
11004118	1	org:0026			Dell Products L.P.	2	loc-0175
11004119	1	org:0027			Cisco Technology, Inc.	2	loc-0481
11004119	2	org:0028			Oracle International Corporation	2	loc-0590
11004120	1	org:0019			Siemens Aktiengesellschaft	2	loc-0506
11004121	1	org:0028			Oracle International Corporation	2	loc-0305
11004122	1	org:0013			TSMC Limited	2	loc-0061
11004123	1	org:0016			Meta Platforms, Inc.	2	loc-0203
11004124	1	org:0021			Ford Global Technologies, LLC	2	loc-0319
11004125	1	org:0022			NVIDIA Corporation	2	loc-0146
11004126	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0562
11004127	1	org:0012			Panasonic Holdings Corporation	2	loc-0517
11004128	1	org:0016			Meta Platforms, Inc.	2	loc-0585
11004129	1	org:0017			Boeing Company, The	2	loc-0084
11004130	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0500
11004131	1	org:0016			Meta Platforms, Inc.	2	loc-0421
11004132	1	org:0028			Oracle International Corporation	2	loc-0341
11004133	1	org:0020			Robert Bosch GmbH	2	loc-0361
11004134	1	org:0029			SAP SE	2	loc-0305
11004135	1	org:0023			Micron Technology, Inc.	2	loc-0051
11004136	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0091
11004137	1	org:0025			BYD Company Limited	2	loc-0228
11004138	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0504
11004139	1	org:0026			Dell Products L.P.	2	loc-0106
11004140	1	org:0021			Ford Global Technologies, LLC	2	loc-0584
11004141	1	org:0018			General Electric Company	2	loc-0561
11004142	1	org:0002			Canon Inc.	2	loc-0277
11004143	1	org:0023			Micron Technology, Inc.	2	loc-0126
11004144	1	org:0020			Robert Bosch GmbH	2	loc-0389
11004145	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0292
11004146	1	org:0010			Toyota Motor Corporation	2	loc-0441
11004147	1	org:0013			TSMC Limited	2	loc-0534
11004148	1	org:0018			General Electric Company	2	loc-0317
11004149	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0551
11004149	2	org:0008			Qualcomm Incorporated	2	loc-0093
11004150	1	org:0012			Panasonic Holdings Corporation	2	loc-0357
11004151	1	org:0006			Apple Inc.	2	loc-0437
11004152	1	org:0016			Meta Platforms, Inc.	2	loc-0239
11004153	1	org:0029			SAP SE	2	loc-0574
11004154	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0280
11004155	1	org:0009			Sony Group Corporation	2	loc-0544
11004157	1	org:0008			Qualcomm Incorporated	2	loc-0203
11004158	1	org:0022			NVIDIA Corporation	2	loc-0253
11004159	1	org:0018			General Electric Company	2	loc-0091
11004160	1	org:0019			Siemens Aktiengesellschaft	2	loc-0350
11004161	1	org:0031			Tesla, Inc.	2	loc-0187
11004162	1	org:0011			LG Electronics Inc.	2	loc-0207
11004163	1	org:0013			TSMC Limited	2	loc-0531
11004163	2	org:0021			Ford Global Technologies, LLC	2	loc-0339
11004164	1	org:0006			Apple Inc.	2	loc-0592
11004165	1	org:0027			Cisco Technology, Inc.	2	loc-0516
11004166	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0264
11004167	1	org:0012			Panasonic Holdings Corporation	2	loc-0084
11004168	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0525
11004169	1	org:0011			LG Electronics Inc.	2	loc-0257
11004170	1	org:0007			Google LLC	2	loc-0063
11004171	1	org:0022			NVIDIA Corporation	2	loc-0051
11004172	1	org:0027			Cisco Technology, Inc.	2	loc-0153
11004173	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0053
11004174	1	org:0000			International Business Machines Corporation	2	loc-0277
11004175	1	org:0019			Siemens Aktiengesellschaft	2	loc-0012
11004176	1	org:0011			LG Electronics Inc.	2	loc-0471
11004177	1	org:0016			Meta Platforms, Inc.	2	loc-0026
11004178	1	org:0027			Cisco Technology, Inc.	2	loc-0542
11004178	2	org:0031			Tesla, Inc.	2	loc-0105
11004179	1	org:0026			Dell Products L.P.	2	loc-0098
11004180	1	org:0008			Qualcomm Incorporated	2	loc-0428
11004181	1	org:0015			Amazon Technologies, Inc.	2	loc-0329
11004182	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0332
11004183	1	org:0026			Dell Products L.P.	2	loc-0116
11004184	1	org:0010			Toyota Motor Corporation	2	loc-0473
11004185	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0347
11004186	1	org:0012			Panasonic Holdings Corporation	2	loc-0476
11004187	1	org:0008			Qualcomm Incorporated	2	loc-0020
11004188	1	org:0004			Intel Corporation	2	loc-0030
11004188	2	org:0019			Siemens Aktiengesellschaft	2	loc-0324
11004189	1	org:0016			Meta Platforms, Inc.	2	loc-0366
11004190	1	org:0021			Ford Global Technologies, LLC	2	loc-0584
11004191	1	org:0020			Robert Bosch GmbH	2	loc-0304
11004192	1	org:0016			Meta Platforms, Inc.	2	loc-0004
11004193	1	org:0025			BYD Company Limited	2	loc-0206
11004194	1	org:0013			TSMC Limited	2	loc-0335
11004195	1	org:0027			Cisco Technology, Inc.	2	loc-0501
11004196	1	org:0004			Intel Corporation	2	loc-0360
11004197	1	org:0029			SAP SE	2	loc-0560
11004199	1	org:0022			NVIDIA Corporation	2	loc-0495
11004200	1	org:0013			TSMC Limited	2	loc-0493
11004201	1	org:0010			Toyota Motor Corporation	2	loc-0523
11004202	1	org:0020			Robert Bosch GmbH	2	loc-0290
11004203	1	org:0010			Toyota Motor Corporation	2	loc-0103
11004204	1	org:0022			NVIDIA Corporation	2	loc-0075
11004205	1	org:0028			Oracle International Corporation	2	loc-0068
11004206	1	org:0017			Boeing Company, The	2	loc-0141
11004206	2	org:0025			BYD Company Limited	2	loc-0539
11004207	1	org:0030			ASML Netherlands B.V.	2	loc-0487
11004208	1	org:0031			Tesla, Inc.	2	loc-0309
11004209	1	org:0020			Robert Bosch GmbH	2	loc-0001
11004210	1	org:0022			NVIDIA Corporation	2	loc-0432
11004211	1	org:0029			SAP SE	2	loc-0125
11004212	1	org:0017			Boeing Company, The	2	loc-0126
11004213	1	org:0022			NVIDIA Corporation	2	loc-0160
11004214	1	org:0007			Google LLC	2	loc-0045
11004215	1	org:0028			Oracle International Corporation	2	loc-0253
11004216	1	org:0013			TSMC Limited	2	loc-0405
11004218	1	org:0026			Dell Products L.P.	2	loc-0340
11004219	1	org:0000			International Business Machines Corporation	2	loc-0253
11004220	1	org:0031			Tesla, Inc.	2	loc-0527
11004221	1	org:0020			Robert Bosch GmbH	2	loc-0220
11004223	1	org:0026			Dell Products L.P.	2	loc-0065
11004224	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0591
11004225	1	org:0016			Meta Platforms, Inc.	2	loc-0130
11004226	1	org:0004			Intel Corporation	2	loc-0252
11004227	1	org:0027			Cisco Technology, Inc.	2	loc-0115
11004227	2	org:0000			International Business Machines Corporation	2	loc-0093
11004228	1	org:0015			Amazon Technologies, Inc.	2	loc-0396
11004229	1	org:0027			Cisco Technology, Inc.	2	loc-0064
11004230	1	org:0028			Oracle International Corporation	2	loc-0072
11004231	1	org:0012			Panasonic Holdings Corporation	2	loc-0397
11004232	1	org:0025			BYD Company Limited	2	loc-0471
11004233	1	org:0021			Ford Global Technologies, LLC	2	loc-0058
11004234	1	org:0030			ASML Netherlands B.V.	2	loc-0080
11004235	1	org:0024			Hitachi, Ltd.	2	loc-0555
11004236	1	org:0020			Robert Bosch GmbH	2	loc-0295
11004237	1	org:0027			Cisco Technology, Inc.	2	loc-0031
11004238	1	org:0027			Cisco Technology, Inc.	2	loc-0320
11004239	1	org:0007			Google LLC	2	loc-0585
11004240	1	org:0008			Qualcomm Incorporated	2	loc-0310
11004241	1	org:0024			Hitachi, Ltd.	2	loc-0273
11004242	1	org:0025			BYD Company Limited	2	loc-0153
11004243	1	org:0024			Hitachi, Ltd.	2	loc-0067
11004243	2	org:0016			Meta Platforms, Inc.	2	loc-0593
11004244	1	org:0031			Tesla, Inc.	2	loc-0538
11004245	1	org:0006			Apple Inc.	2	loc-0081
11004246	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0235
11004247	1	org:0013			TSMC Limited	2	loc-0089
11004248	1	org:0024			Hitachi, Ltd.	2	loc-0405
11004249	1	org:0013			TSMC Limited	2	loc-0494
11004250	1	org:0019			Siemens Aktiengesellschaft	2	loc-0423
11004251	1	org:0013			TSMC Limited	2	loc-0019
11004252	1	org:0008			Qualcomm Incorporated	2	loc-0519
11004253	1	org:0015			Amazon Technologies, Inc.	2	loc-0538
11004254	1	org:0028			Oracle International Corporation	2	loc-0460
11004254	2	org:0031			Tesla, Inc.	2	loc-0375
11004255	1	org:0012			Panasonic Holdings Corporation	2	loc-0014
11004256	1	org:0026			Dell Products L.P.	2	loc-0069
11004257	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0024
11004258	1	org:0015			Amazon Technologies, Inc.	2	loc-0374
11004259	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0423
11004260	1	org:0024			Hitachi, Ltd.	2	loc-0500
11004261	1	org:0004			Intel Corporation	2	loc-0405
11004262	1	org:0000			International Business Machines Corporation	2	loc-0569
11004263	1	org:0016			Meta Platforms, Inc.	2	loc-0002
11004264	1	org:0000			International Business Machines Corporation	2	loc-0007
11004265	1	org:0012			Panasonic Holdings Corporation	2	loc-0581
11004266	1	org:0009			Sony Group Corporation	2	loc-0249
11004267	1	org:0008			Qualcomm Incorporated	2	loc-0500
11004268	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0369
11004268	2	org:0001			Samsung Electronics Co., Ltd.	2	loc-0184
11004269	1	org:0002			Canon Inc.	2	loc-0051
11004270	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0033
11004270	2	org:0005			Huawei Technologies Co., Ltd.	2	loc-0205
11004271	1	org:0010			Toyota Motor Corporation	2	loc-0244
11004272	1	org:0026			Dell Products L.P.	2	loc-0527
11004273	1	org:0027			Cisco Technology, Inc.	2	loc-0059
11004274	1	org:0027			Cisco Technology, Inc.	2	loc-0002
11004275	1	org:0021			Ford Global Technologies, LLC	2	loc-0027
11004276	1	org:0026			Dell Products L.P.	2	loc-0115
11004276	2	org:0021			Ford Global Technologies, LLC	2	loc-0119
11004277	1	org:0017			Boeing Company, The	2	loc-0497
11004277	2	org:0019			Siemens Aktiengesellschaft	2	loc-0590
11004278	1	org:0028			Oracle International Corporation	2	loc-0018
11004279	1	org:0006			Apple Inc.	2	loc-0149
11004279	2	org:0000			International Business Machines Corporation	2	loc-0289
11004280	1	org:0019			Siemens Aktiengesellschaft	2	loc-0543
11004281	1	org:0024			Hitachi, Ltd.	2	loc-0561
11004282	1	org:0018			General Electric Company	2	loc-0416
11004283	1	org:0031			Tesla, Inc.	2	loc-0352
11004284	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0458
11004285	1	org:0021			Ford Global Technologies, LLC	2	loc-0544
11004286	1	org:0021			Ford Global Technologies, LLC	2	loc-0570
11004287	1	org:0028			Oracle International Corporation	2	loc-0513
11004288	1	org:0000			International Business Machines Corporation	2	loc-0521
11004288	2	org:0005			Huawei Technologies Co., Ltd.	2	loc-0581
11004290	1	org:0028			Oracle International Corporation	2	loc-0510
11004291	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0145
11004292	1	org:0030			ASML Netherlands B.V.	2	loc-0062
11004293	1	org:0004			Intel Corporation	2	loc-0553
11004293	2	org:0003			Microsoft Technology Licensing, LLC	2	loc-0196
11004294	1	org:0023			Micron Technology, Inc.	2	loc-0115
11004295	1	org:0023			Micron Technology, Inc.	2	loc-0228
11004296	1	org:0009			Sony Group Corporation	2	loc-0377
11004297	1	org:0031			Tesla, Inc.	2	loc-0134
11004298	1	org:0017			Boeing Company, The	2	loc-0460
11004299	1	org:0025			BYD Company Limited	2	loc-0029
11004300	1	org:0018			General Electric Company	2	loc-0427
11004301	1	org:0006			Apple Inc.	2	loc-0506
11004302	1	org:0024			Hitachi, Ltd.	2	loc-0344
11004303	1	org:0002			Canon Inc.	2	loc-0446
11004304	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0534
11004305	1	org:0029			SAP SE	2	loc-0582
11004306	1	org:0009			Sony Group Corporation	2	loc-0083
11004307	1	org:0022			NVIDIA Corporation	2	loc-0381
11004308	1	org:0026			Dell Products L.P.	2	loc-0323
11004309	1	org:0000			International Business Machines Corporation	2	loc-0217
11004310	1	org:0024			Hitachi, Ltd.	2	loc-0080
11004311	1	org:0028			Oracle International Corporation	2	loc-0205
11004312	1	org:0030			ASML Netherlands B.V.	2	loc-0180
11004313	1	org:0013			TSMC Limited	2	loc-0256
11004314	1	org:0017			Boeing Company, The	2	loc-0347
11004315	1	org:0018			General Electric Company	2	loc-0318
11004316	1	org:0021			Ford Global Technologies, LLC	2	loc-0206
11004317	1	org:0006			Apple Inc.	2	loc-0157
11004318	1	org:0015			Amazon Technologies, Inc.	2	loc-0412
11004318	2	org:0019			Siemens Aktiengesellschaft	2	loc-0491
11004319	1	org:0006			Apple Inc.	2	loc-0532
11004320	1	org:0029			SAP SE	2	loc-0327
11004320	2	org:0031			Tesla, Inc.	2	loc-0114
11004321	1	org:0030			ASML Netherlands B.V.	2	loc-0519
11004322	1	org:0002			Canon Inc.	2	loc-0564
11004323	1	org:0021			Ford Global Technologies, LLC	2	loc-0285
11004324	1	org:0009			Sony Group Corporation	2	loc-0507
11004325	1	org:0026			Dell Products L.P.	2	loc-0149
11004326	1	org:0023			Micron Technology, Inc.	2	loc-0298
11004327	1	org:0024			Hitachi, Ltd.	2	loc-0265
11004328	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0518
11004329	1	org:0007			Google LLC	2	loc-0016
11004331	1	org:0031			Tesla, Inc.	2	loc-0049
11004332	1	org:0017			Boeing Company, The	2	loc-0311
11004333	1	org:0010			Toyota Motor Corporation	2	loc-0376
11004334	1	org:0021			Ford Global Technologies, LLC	2	loc-0088
11004335	1	org:0020			Robert Bosch GmbH	2	loc-0327
11004336	1	org:0008			Qualcomm Incorporated	2	loc-0559
11004337	1	org:0031			Tesla, Inc.	2	loc-0221
11004338	1	org:0017			Boeing Company, The	2	loc-0030
11004339	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0153
11004339	2	org:0022			NVIDIA Corporation	2	loc-0036
11004340	1	org:0016			Meta Platforms, Inc.	2	loc-0285
11004341	1	org:0031			Tesla, Inc.	2	loc-0326
11004342	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0099
11004343	1	org:0017			Boeing Company, The	2	loc-0110
11004344	1	org:0007			Google LLC	2	loc-0223
11004345	1	org:0027			Cisco Technology, Inc.	2	loc-0431
11004346	1	org:0011			LG Electronics Inc.	2	loc-0092
11004347	1	org:0002			Canon Inc.	2	loc-0512
11004348	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0370
11004349	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0549
11004350	1	org:0025			BYD Company Limited	2	loc-0051
11004351	1	org:0018			General Electric Company	2	loc-0357
11004352	1	org:0007			Google LLC	2	loc-0463
11004353	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0390
11004354	1	org:0029			SAP SE	2	loc-0111
11004355	1	org:0029			SAP SE	2	loc-0429
11004356	1	org:0031			Tesla, Inc.	2	loc-0047
11004357	1	org:0020			Robert Bosch GmbH	2	loc-0339
11004358	1	org:0007			Google LLC	2	loc-0138
11004359	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0004
11004361	1	org:0007			Google LLC	2	loc-0194
11004362	1	org:0022			NVIDIA Corporation	2	loc-0249
11004363	1	org:0020			Robert Bosch GmbH	2	loc-0186
11004364	1	org:0004			Intel Corporation	2	loc-0597
11004365	1	org:0002			Canon Inc.	2	loc-0229
11004366	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0191
11004367	1	org:0012			Panasonic Holdings Corporation	2	loc-0495
11004368	1	org:0021			Ford Global Technologies, LLC	2	loc-0452
11004369	1	org:0024			Hitachi, Ltd.	2	loc-0310
11004370	1	org:0017			Boeing Company, The	2	loc-0282
11004371	1	org:0007			Google LLC	2	loc-0113
11004371	2	org:0000			International Business Machines Corporation	2	loc-0352
11004372	1	org:0012			Panasonic Holdings Corporation	2	loc-0292
11004373	1	org:0006			Apple Inc.	2	loc-0261
11004374	1	org:0018			General Electric Company	2	loc-0315
11004375	1	org:0019			Siemens Aktiengesellschaft	2	loc-0003
11004375	2	org:0023			Micron Technology, Inc.	2	loc-0444
11004376	1	org:0007			Google LLC	2	loc-0171
11004377	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0547
11004378	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0504
11004379	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0233
11004380	1	org:0018			General Electric Company	2	loc-0481
11004381	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0449
11004382	1	org:0010			Toyota Motor Corporation	2	loc-0401
11004383	1	org:0022			NVIDIA Corporation	2	loc-0403
11004384	1	org:0023			Micron Technology, Inc.	2	loc-0298
11004385	1	org:0019			Siemens Aktiengesellschaft	2	loc-0478
11004386	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0282
11004387	1	org:0030			ASML Netherlands B.V.	2	loc-0326
11004388	1	org:0008			Qualcomm Incorporated	2	loc-0132
11004389	1	org:0000			International Business Machines Corporation	2	loc-0356
11004390	1	org:0017			Boeing Company, The	2	loc-0129
11004391	1	org:0020			Robert Bosch GmbH	2	loc-0410
11004392	1	org:0012			Panasonic Holdings Corporation	2	loc-0542
11004393	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0473
11004394	1	org:0010			Toyota Motor Corporation	2	loc-0164
11004396	1	org:0002			Canon Inc.	2	loc-0089
11004397	1	org:0025			BYD Company Limited	2	loc-0335
11004398	1	org:0029			SAP SE	2	loc-0556
11004399	1	org:0000			International Business Machines Corporation	2	loc-0214
11004400	1	org:0029			SAP SE	2	loc-0433
11004401	1	org:0007			Google LLC	2	loc-0523
11004402	1	org:0012			Panasonic Holdings Corporation	2	loc-0244
11004402	2	org:0005			Huawei Technologies Co., Ltd.	2	loc-0287
11004403	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0096
11004404	1	org:0011			LG Electronics Inc.	2	loc-0495
11004405	1	org:0020			Robert Bosch GmbH	2	loc-0351
11004406	1	org:0028			Oracle International Corporation	2	loc-0598
11004407	1	org:0028			Oracle International Corporation	2	loc-0156
11004408	1	org:0019			Siemens Aktiengesellschaft	2	loc-0517
11004409	1	org:0019			Siemens Aktiengesellschaft	2	loc-0112
11004410	1	org:0028			Oracle International Corporation	2	loc-0040
11004411	1	org:0025			BYD Company Limited	2	loc-0351
11004412	1	org:0024			Hitachi, Ltd.	2	loc-0161
11004413	1	org:0006			Apple Inc.	2	loc-0397
11004414	1	org:0026			Dell Products L.P.	2	loc-0489
11004415	1	org:0008			Qualcomm Incorporated	2	loc-0528
11004416	1	org:0028			Oracle International Corporation	2	loc-0458
11004417	1	org:0010			Toyota Motor Corporation	2	loc-0088
11004418	1	org:0027			Cisco Technology, Inc.	2	loc-0418
11004419	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0356
11004420	1	org:0028			Oracle International Corporation	2	loc-0146
11004421	1	org:0026			Dell Products L.P.	2	loc-0364
11004422	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0423
11004423	1	org:0030			ASML Netherlands B.V.	2	loc-0254
11004424	1	org:0029			SAP SE	2	loc-0037
11004425	1	org:0030			ASML Netherlands B.V.	2	loc-0069
11004426	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0588
11004427	1	org:0028			Oracle International Corporation	2	loc-0556
11004428	1	org:0019			Siemens Aktiengesellschaft	2	loc-0488
11004429	1	org:0016			Meta Platforms, Inc.	2	loc-0580
11004429	2	org:0028			Oracle International Corporation	2	loc-0419
11004430	1	org:0007			Google LLC	2	loc-0210
11004431	1	org:0023			Micron Technology, Inc.	2	loc-0525
11004432	1	org:0023			Micron Technology, Inc.	2	loc-0044
11004433	1	org:0016			Meta Platforms, Inc.	2	loc-0332
11004434	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0279
11004435	1	org:0025			BYD Company Limited	2	loc-0313
11004436	1	org:0025			BYD Company Limited	2	loc-0256
11004437	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0369
11004438	1	org:0013			TSMC Limited	2	loc-0351
11004439	1	org:0027			Cisco Technology, Inc.	2	loc-0547
11004440	1	org:0025			BYD Company Limited	2	loc-0598
11004441	1	org:0002			Canon Inc.	2	loc-0490
11004442	1	org:0023			Micron Technology, Inc.	2	loc-0372
11004443	1	org:0007			Google LLC	2	loc-0461
11004444	1	org:0019			Siemens Aktiengesellschaft	2	loc-0043
11004445	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0007
11004446	1	org:0008			Qualcomm Incorporated	2	loc-0078
11004447	1	org:0026			Dell Products L.P.	2	loc-0151
11004448	1	org:0031			Tesla, Inc.	2	loc-0404
11004449	1	org:0017			Boeing Company, The	2	loc-0081
11004450	1	org:0025			BYD Company Limited	2	loc-0231
11004451	1	org:0009			Sony Group Corporation	2	loc-0266
11004452	1	org:0021			Ford Global Technologies, LLC	2	loc-0274
11004453	1	org:0011			LG Electronics Inc.	2	loc-0021
11004454	1	org:0017			Boeing Company, The	2	loc-0026
11004456	1	org:0010			Toyota Motor Corporation	2	loc-0140
11004457	1	org:0008			Qualcomm Incorporated	2	loc-0223
11004458	1	org:0000			International Business Machines Corporation	2	loc-0599
11004459	1	org:0015			Amazon Technologies, Inc.	2	loc-0498
11004459	2	org:0020			Robert Bosch GmbH	2	loc-0254
11004460	1	org:0011			LG Electronics Inc.	2	loc-0085
11004462	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0156
11004463	1	org:0000			International Business Machines Corporation	2	loc-0143
11004464	1	org:0030			ASML Netherlands B.V.	2	loc-0116
11004465	1	org:0011			LG Electronics Inc.	2	loc-0114
11004466	1	org:0011			LG Electronics Inc.	2	loc-0522
11004467	1	org:0002			Canon Inc.	2	loc-0091
11004468	1	org:0031			Tesla, Inc.	2	loc-0069
11004469	1	org:0024			Hitachi, Ltd.	2	loc-0319
11004469	2	org:0027			Cisco Technology, Inc.	2	loc-0104
11004470	1	org:0020			Robert Bosch GmbH	2	loc-0493
11004470	2	org:0001			Samsung Electronics Co., Ltd.	2	loc-0410
11004471	1	org:0000			International Business Machines Corporation	2	loc-0152
11004472	1	org:0011			LG Electronics Inc.	2	loc-0070
11004473	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0427
11004474	1	org:0024			Hitachi, Ltd.	2	loc-0299
11004475	1	org:0011			LG Electronics Inc.	2	loc-0092
11004476	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0345
11004477	1	org:0004			Intel Corporation	2	loc-0122
11004478	1	org:0024			Hitachi, Ltd.	2	loc-0561
11004479	1	org:0004			Intel Corporation	2	loc-0474
11004480	1	org:0006			Apple Inc.	2	loc-0550
11004481	1	org:0006			Apple Inc.	2	loc-0154
11004482	1	org:0026			Dell Products L.P.	2	loc-0388
11004483	1	org:0004			Intel Corporation	2	loc-0002
11004484	1	org:0023			Micron Technology, Inc.	2	loc-0201
11004485	1	org:0010			Toyota Motor Corporation	2	loc-0508
11004486	1	org:0009			Sony Group Corporation	2	loc-0357
11004487	1	org:0023			Micron Technology, Inc.	2	loc-0047
