patent_id	inventor_id	location_id
11000699	fl:emma_ln:yamamoto-01009	loc-0175
11000699	fl:luca_ln:esposito-01787	loc-0139
11000700	fl:seo-yun_ln:zhang-00985	loc-0107
11000701	fl:sofia_ln:smith-00890	loc-0137
11000701	fl:hans_ln:miller-00872	loc-0151
11000702	fl:fatima_ln:rodriguez-00719	loc-0029
11000702	fl:liu_ln:park-01303	loc-0138
11000702	fl:greta_ln:park-01256	loc-0073
11000703	fl:liu_ln:patel-00537	loc-0191
11000704	fl:mohammed_ln:johnson-00361	loc-0143
11000704	fl:kenji_ln:johnson-01299	loc-0122
11000705	fl:john_ln:anderson-00564	loc-0112
11000705	fl:noah_ln:sato-00620	loc-0023
11000705	fl:olivia_ln:taylor-00986	loc-0152
11000705	fl:sakura_ln:park-01656	loc-0006
11000706	fl:priya_ln:garcia-00892	loc-0175
11000706	fl:hiroshi_ln:suzuki-00226	loc-0105
11000707	fl:liu_ln:taylor-01393	loc-0019
11000707	fl:fatima_ln:hassan-01379	loc-0171
11000707	fl:anika_ln:dupont-00218	loc-0047
11000707	fl:anika_ln:li-00406	loc-0185
11000708	fl:ivan_ln:ivanov-00721	loc-0123
11000709	fl:isabella_ln:johnson-00494	loc-0130
11000709	fl:sofia_ln:miller-01519	loc-0124
11000709	fl:min_ln:hassan-00429	loc-0065
11000710	fl:emma_ln:johnson-01471	loc-0039
11000710	fl:ivan_ln:park-00493	loc-0011
11000711	fl:natasha_ln:kim-01722	loc-0065
11000711	fl:olivia_ln:ferrari-00095	loc-0019
11000711	fl:liu_ln:sharma-00378	loc-0087
11000711	fl:santosh_ln:sharma-00094	loc-0189
11000712	fl:isabella_ln:miller-01037	loc-0170
11000712	fl:wei_ln:suzuki-00132	loc-0199
11000713	fl:min_ln:ferrari-01436	loc-0161
11000713	fl:marco_ln:chen-01500	loc-0097
11000714	fl:hiroshi_ln:johnson-00560	loc-0196
11000715	fl:jin_ln:kim-00088	loc-0134
11000716	fl:amelia_ln:li-01286	loc-0049
11000716	fl:priya_ln:petrov-00138	loc-0179
11000716	fl:sakura_ln:garcia-01174	loc-0087
11000717	fl:luca_ln:garcia-00313	loc-0178
11000717	fl:pierre_ln:ahmed-01515	loc-0074
11000717	fl:amelia_ln:khan-00486	loc-0002
11000717	fl:isabella_ln:schmidt-00224	loc-0029
11000718	fl:noah_ln:dupont-01196	loc-0173
11000719	fl:camille_ln:martin-01346	loc-0114
11000720	fl:liu_ln:taylor-01318	loc-0045
11000720	fl:olivia_ln:li-00278	loc-0132
11000721	fl:min_ln:schmidt-00347	loc-0157
11000722	fl:fatima_ln:müller-00918	loc-0013
11000722	fl:anika_ln:sato-00521	loc-0035
11000723	fl:min_ln:hassan-00429	loc-0038
11000724	fl:priya_ln:li-01176	loc-0177
11000724	fl:luca_ln:park-00867	loc-0040
11000725	fl:min_ln:ali-00571	loc-0148
11000725	fl:priya_ln:brown-00010	loc-0173
11000726	fl:marco_ln:tanaka-00150	loc-0072
11000726	fl:oliver_ln:rossi-00579	loc-0179
11000726	fl:ahmed_ln:gupta-00401	loc-0115
11000727	fl:fatima_ln:davis-00380	loc-0150
11000727	fl:john_ln:gupta-01439	loc-0101
11000727	fl:chen_ln:smith-00027	loc-0196
11000728	fl:seo-yun_ln:johnson-00242	loc-0113
11000729	fl:hans_ln:khan-00829	loc-0099
11000730	fl:yuki_ln:smith-00699	loc-0042
11000730	fl:yuki_ln:wilson-00880	loc-0164
11000731	fl:isabella_ln:zhang-01354	loc-0048
11000731	fl:hiroshi_ln:khan-00570	loc-0164
11000731	fl:mohammed_ln:park-00800	loc-0027
11000732	fl:jin_ln:khan-00090	loc-0129
11000732	fl:priya_ln:brown-00010	loc-0079
11000732	fl:camille_ln:davis-00915	loc-0129
11000732	fl:noah_ln:petrov-01535	loc-0078
11000733	fl:olivia_ln:kumar-00881	loc-0034
11000734	fl:alice_ln:taylor-00399	loc-0144
11000734	fl:seo-yun_ln:johnson-01103	loc-0109
11000734	fl:fatima_ln:smith-00222	loc-0087
11000735	fl:john_ln:li-01321	loc-0070
11000735	fl:liu_ln:park-01303	loc-0087
11000735	fl:rajesh_ln:ivanov-01614	loc-0024
11000736	fl:priya_ln:petrov-01041	loc-0177
11000737	fl:priya_ln:garcia-01323	loc-0073
11000738	fl:santosh_ln:schmidt-00215	loc-0134
11000738	fl:noah_ln:patel-01064	loc-0155
11000738	fl:giulia_ln:ali-01489	loc-0046
11000739	fl:rajesh_ln:wang-00548	loc-0072
11000740	fl:noah_ln:sato-00068	loc-0173
11000740	fl:priya_ln:garcia-00892	loc-0133
11000740	fl:noah_ln:petrov-01535	loc-0138
11000741	fl:natasha_ln:conti-01413	loc-0107
11000741	fl:emma_ln:rodriguez-01389	loc-0146
11000741	fl:hans_ln:suzuki-01003	loc-0094
11000742	fl:liu_ln:taylor-01318	loc-0193
11000742	fl:ahmed_ln:rodriguez-01785	loc-0102
11000743	fl:carlos_ln:hassan-00061	loc-0187
11000743	fl:sakura_ln:zhang-00976	loc-0098
11000743	fl:mohammed_ln:ali-01550	loc-0192
11000743	fl:mohammed_ln:chen-01644	loc-0095
11000743	fl:aisha_ln:schmidt-01376	loc-0163
11000744	fl:anika_ln:conti-00029	loc-0081
11000744	fl:noah_ln:suzuki-00309	loc-0108
11000744	fl:seo-yun_ln:brown-00798	loc-0180
11000744	fl:oliver_ln:li-00421	loc-0072
11000744	fl:giulia_ln:garcia-00891	loc-0125
11000745	fl:john_ln:sharma-00264	loc-0078
11000745	fl:isabella_ln:zhang-01354	loc-0114
11000746	fl:anika_ln:hassan-01132	loc-0166
11000746	fl:mohammed_ln:hassan-00487	loc-0176
11000746	fl:fatima_ln:brown-00608	loc-0159
11000746	fl:jin_ln:gupta-01637	loc-0055
11000746	fl:liu_ln:patel-00537	loc-0079
11000747	fl:john_ln:wilson-01054	loc-0174
11000747	fl:seo-yun_ln:anderson-00696	loc-0045
11000748	fl:carlos_ln:sato-00689	loc-0072
11000748	fl:greta_ln:gupta-01217	loc-0007
11000748	fl:luca_ln:taylor-00661	loc-0099
11000748	fl:priya_ln:davis-01096	loc-0138
11000749	fl:ahmed_ln:rodriguez-01785	loc-0154
11000749	fl:priya_ln:rossi-01036	loc-0111
11000750	fl:olivia_ln:patel-00677	loc-0079
11000750	fl:fatima_ln:hassan-01379	loc-0040
11000751	fl:pierre_ln:sharma-00096	loc-0111
11000752	fl:alice_ln:tanaka-00301	loc-0033
11000753	fl:liam_ln:chen-01427	loc-0158
11000754	fl:noah_ln:chen-01095	loc-0052
11000754	fl:carlos_ln:dupont-00917	loc-0101
11000755	fl:giulia_ln:taylor-00006	loc-0087
11000755	fl:aisha_ln:zhang-01079	loc-0177
11000755	fl:kenji_ln:ferrari-01146	loc-0030
11000755	fl:olivia_ln:ahmed-00615	loc-0019
11000755	fl:min_ln:rodriguez-01548	loc-0167
11000756	fl:wei_ln:rodriguez-01243	loc-0030
11000756	fl:sakura_ln:brown-00398	loc-0086
11000756	fl:noah_ln:dupont-00732	loc-0037
11000757	fl:seo-yun_ln:esposito-01782	loc-0182
11000757	fl:natasha_ln:garcia-00011	loc-0034
11000758	fl:marco_ln:ivanov-00007	loc-0046
11000758	fl:sofia_ln:brown-01123	loc-0063
11000759	fl:liu_ln:davis-01184	loc-0041
11000760	fl:marco_ln:sato-01070	loc-0080
11000760	fl:pierre_ln:wilson-00036	loc-0007
11000760	fl:priya_ln:anderson-01052	loc-0165
11000761	fl:pierre_ln:sharma-00476	loc-0174
11000762	fl:sofia_ln:miller-01519	loc-0072
11000763	fl:mohammed_ln:yamamoto-01623	loc-0042
11000764	fl:ivan_ln:rodriguez-00395	loc-0121
11000765	fl:santosh_ln:esposito-00979	loc-0054
11000765	fl:sakura_ln:zhang-00053	loc-0008
11000765	fl:marco_ln:kumar-01191	loc-0149
11000765	fl:amelia_ln:martin-00688	loc-0161
11000765	fl:pierre_ln:park-00658	loc-0130
11000766	fl:greta_ln:brown-00461	loc-0051
11000766	fl:wei_ln:miller-00679	loc-0008
11000766	fl:oliver_ln:suzuki-01075	loc-0121
11000767	fl:liam_ln:kim-00217	loc-0003
11000767	fl:aisha_ln:gupta-01148	loc-0091
11000767	fl:emma_ln:dupont-00127	loc-0146
11000768	fl:luca_ln:gupta-01578	loc-0013
11000768	fl:noah_ln:wilson-00360	loc-0125
11000768	fl:liu_ln:li-01011	loc-0126
11000768	fl:wei_ln:chen-01192	loc-0027
11000769	fl:luca_ln:petrov-00710	loc-0015
11000770	fl:jin_ln:rodriguez-01116	loc-0024
11000770	fl:mohammed_ln:zhang-01395	loc-0012
11000770	fl:hans_ln:zhang-01115	loc-0070
11000770	fl:hans_ln:müller-01541	loc-0084
11000771	fl:chen_ln:patel-01063	loc-0163
11000772	fl:aisha_ln:rodriguez-01293	loc-0063
11000773	fl:priya_ln:petrov-00488	loc-0179
11000773	fl:priya_ln:tanaka-01322	loc-0199
11000774	fl:noah_ln:dupont-01196	loc-0081
11000774	fl:liam_ln:park-01511	loc-0104
11000775	fl:santosh_ln:ahmed-01740	loc-0018
11000775	fl:anika_ln:conti-00029	loc-0175
11000776	fl:olivia_ln:ferrari-00095	loc-0034
11000776	fl:min_ln:park-00625	loc-0105
11000776	fl:carlos_ln:miller-00843	loc-0142
11000777	fl:pierre_ln:ahmed-00252	loc-0015
11000777	fl:luca_ln:kim-00334	loc-0134
11000778	fl:anika_ln:martin-00970	loc-0190
11000778	fl:ivan_ln:petrov-00200	loc-0090
11000779	fl:john_ln:brown-00009	loc-0196
11000779	fl:hiroshi_ln:park-00538	loc-0117
11000779	fl:isabella_ln:petrov-01230	loc-0191
11000780	fl:pierre_ln:ferrari-00805	loc-0098
11000780	fl:oliver_ln:conti-01325	loc-0004
11000781	fl:min_ln:sharma-00483	loc-0029
11000781	fl:fatima_ln:taylor-01315	loc-0048
11000781	fl:fatima_ln:wilson-01494	loc-0143
11000782	fl:carlos_ln:kumar-01737	loc-0073
11000782	fl:liu_ln:schmidt-00928	loc-0006
11000782	fl:alice_ln:tanaka-01484	loc-0047
11000783	fl:noah_ln:dupont-01753	loc-0154
11000783	fl:sakura_ln:zhang-01713	loc-0133
11000784	fl:ivan_ln:kumar-01212	loc-0120
11000784	fl:hans_ln:kim-01667	loc-0158
11000785	fl:marco_ln:kumar-01328	loc-0106
11000785	fl:pierre_ln:ahmed-00252	loc-0149
11000785	fl:rajesh_ln:ali-01056	loc-0188
11000785	fl:hans_ln:patel-01380	loc-0075
11000786	fl:natasha_ln:gupta-00402	loc-0025
11000786	fl:ahmed_ln:davis-00210	loc-0080
11000786	fl:giulia_ln:müller-01447	loc-0106
11000787	fl:liu_ln:petrov-01119	loc-0167
11000788	fl:rajesh_ln:li-00613	loc-0021
11000789	fl:ahmed_ln:rossi-01126	loc-0014
11000790	fl:oliver_ln:tanaka-00856	loc-0079
11000791	fl:ahmed_ln:sharma-00041	loc-0197
11000791	fl:mohammed_ln:hassan-01487	loc-0192
11000792	fl:oliver_ln:kumar-00046	loc-0003
11000793	fl:oliver_ln:garcia-01674	loc-0198
11000793	fl:rajesh_ln:wilson-01235	loc-0046
11000793	fl:wei_ln:khan-01195	loc-0024
11000794	fl:oliver_ln:davis-01093	loc-0124
11000794	fl:natasha_ln:müller-00216	loc-0036
11000795	fl:alice_ln:rodriguez-01006	loc-0190
11000795	fl:santosh_ln:garcia-01630	loc-0176
11000796	fl:mohammed_ln:davis-00465	loc-0067
11000797	fl:priya_ln:ahmed-01092	loc-0131
11000797	fl:yuki_ln:tanaka-00188	loc-0110
11000797	fl:yuki_ln:garcia-01607	loc-0012
11000797	fl:olivia_ln:ferrari-00095	loc-0148
11000798	fl:seo-yun_ln:patel-01117	loc-0030
11000798	fl:pierre_ln:yamamoto-00163	loc-0109
11000798	fl:giulia_ln:rodriguez-01531	loc-0059
11000799	fl:ivan_ln:park-01738	loc-0045
11000799	fl:pierre_ln:ferrari-00805	loc-0157
11000799	fl:olivia_ln:ferrari-01757	loc-0073
11000799	fl:fatima_ln:tanaka-00945	loc-0059
11000799	fl:fatima_ln:taylor-01315	loc-0019
11000800	fl:seo-yun_ln:dupont-00646	loc-0162
11000800	fl:liam_ln:wang-01193	loc-0000
11000800	fl:jin_ln:ahmed-01612	loc-0109
11000801	fl:mohammed_ln:johnson-01698	loc-0072
11000801	fl:alice_ln:gupta-00040	loc-0056
11000801	fl:priya_ln:wang-00546	loc-0007
11000802	fl:liam_ln:wang-01193	loc-0123
11000802	fl:sakura_ln:hassan-00611	loc-0029
11000802	fl:sakura_ln:rodriguez-01078	loc-0185
11000803	fl:wei_ln:patel-00935	loc-0165
11000803	fl:ahmed_ln:miller-01131	loc-0121
11000803	fl:alice_ln:gupta-00035	loc-0070
11000804	fl:hans_ln:li-00698	loc-0036
11000805	fl:alice_ln:rossi-00333	loc-0156
11000805	fl:john_ln:rossi-01135	loc-0167
11000806	fl:sofia_ln:davis-00516	loc-0185
11000806	fl:min_ln:smith-01178	loc-0162
11000807	fl:kenji_ln:zhang-00687	loc-0199
11000807	fl:chen_ln:patel-01063	loc-0042
11000807	fl:isabella_ln:petrov-01230	loc-0176
11000808	fl:camille_ln:rodriguez-01295	loc-0175
11000809	fl:oliver_ln:tanaka-01267	loc-0067
11000809	fl:olivia_ln:anderson-00923	loc-0074
11000810	fl:hans_ln:sato-01189	loc-0150
11000810	fl:alice_ln:tanaka-01484	loc-0013
11000810	fl:jin_ln:martin-01185	loc-0018
11000811	fl:marco_ln:wilson-00288	loc-0029
11000811	fl:olivia_ln:ivanov-00849	loc-0127
11000812	fl:ahmed_ln:suzuki-01330	loc-0155
11000812	fl:ivan_ln:rodriguez-00513	loc-0118
11000813	fl:pierre_ln:conti-00490	loc-0187
11000814	fl:hiroshi_ln:zhang-01608	loc-0040
11000815	fl:isabella_ln:petrov-00603	loc-0193
11000816	fl:pierre_ln:esposito-01633	loc-0001
11000816	fl:aisha_ln:johnson-01290	loc-0177
11000817	fl:alice_ln:zhang-01652	loc-0063
11000817	fl:fatima_ln:ivanov-01559	loc-0005
11000818	fl:chen_ln:zhang-00497	loc-0038
11000818	fl:isabella_ln:zhang-01354	loc-0149
11000818	fl:olivia_ln:kim-01708	loc-0021
11000819	fl:olivia_ln:chen-01498	loc-0192
11000820	fl:min_ln:suzuki-00350	loc-0177
11000820	fl:liam_ln:park-01511	loc-0095
11000820	fl:santosh_ln:hassan-00397	loc-0148
11000821	fl:chen_ln:chen-01190	loc-0089
11000821	fl:seo-yun_ln:brown-00798	loc-0133
11000822	fl:alice_ln:ferrari-01207	loc-0094
11000822	fl:chen_ln:davis-01776	loc-0099
11000823	fl:oliver_ln:garcia-00356	loc-0196
11000823	fl:min_ln:wang-00089	loc-0190
11000824	fl:carlos_ln:yamamoto-01088	loc-0106
11000825	fl:kenji_ln:anderson-00074	loc-0027
11000825	fl:john_ln:petrov-00087	loc-0063
11000825	fl:carlos_ln:conti-01577	loc-0006
11000826	fl:rajesh_ln:dupont-01279	loc-0158
11000827	fl:jin_ln:kim-00088	loc-0180
11000827	fl:isabella_ln:wilson-00241	loc-0073
11000827	fl:kenji_ln:brown-00475	loc-0176
11000828	fl:giulia_ln:smith-00050	loc-0041
11000828	fl:yuki_ln:wilson-00880	loc-0097
11000828	fl:alice_ln:kumar-00857	loc-0145
11000828	fl:isabella_ln:suzuki-00559	loc-0050
11000828	fl:santosh_ln:rossi-01718	loc-0098
11000829	fl:hiroshi_ln:petrov-01365	loc-0080
11000829	fl:camille_ln:rossi-01317	loc-0037
11000830	fl:camille_ln:hassan-01231	loc-0085
11000830	fl:olivia_ln:taylor-00986	loc-0096
11000830	fl:pierre_ln:martin-01040	loc-0005
11000830	fl:john_ln:sharma-00264	loc-0057
11000831	fl:sakura_ln:anderson-00903	loc-0165
11000832	fl:liu_ln:sharma-01769	loc-0093
11000832	fl:santosh_ln:ahmed-00550	loc-0115
11000832	fl:wei_ln:hassan-01061	loc-0087
11000833	fl:luca_ln:wang-00961	loc-0139
11000834	fl:marco_ln:esposito-01118	loc-0164
11000834	fl:camille_ln:anderson-00792	loc-0125
11000834	fl:hans_ln:li-00698	loc-0000
11000835	fl:giulia_ln:li-00146	loc-0014
11000835	fl:hans_ln:rodriguez-01699	loc-0017
11000836	fl:liu_ln:taylor-01393	loc-0039
11000837	fl:camille_ln:johnson-01476	loc-0051
11000837	fl:oliver_ln:rodriguez-00588	loc-0151
11000838	fl:seo-yun_ln:tanaka-01621	loc-0098
11000838	fl:wei_ln:esposito-00116	loc-0133
11000839	fl:oliver_ln:hassan-00409	loc-0157
11000839	fl:giulia_ln:khan-00265	loc-0181
11000839	fl:greta_ln:kim-01670	loc-0188
11000840	fl:olivia_ln:brown-00766	loc-0111
11000841	fl:liam_ln:zhang-00832	loc-0144
11000841	fl:yuki_ln:rodriguez-01761	loc-0154
11000841	fl:jin_ln:kim-00088	loc-0147
11000842	fl:mohammed_ln:anderson-00711	loc-0021
11000842	fl:kenji_ln:johnson-01287	loc-0026
11000842	fl:ivan_ln:petrov-01581	loc-0179
11000843	fl:hiroshi_ln:gupta-00787	loc-0131
11000843	fl:natasha_ln:petrov-00161	loc-0174
11000843	fl:natasha_ln:patel-00720	loc-0141
11000843	fl:john_ln:zhang-00964	loc-0197
11000844	fl:liam_ln:kim-01082	loc-0069
11000844	fl:min_ln:anderson-01549	loc-0008
11000845	fl:sakura_ln:smith-01567	loc-0123
11000845	fl:isabella_ln:kumar-00533	loc-0143
11000846	fl:fatima_ln:garcia-01741	loc-0018
11000846	fl:mohammed_ln:kim-00107	loc-0188
11000847	fl:yuki_ln:dupont-01223	loc-0064
11000848	fl:luca_ln:park-00344	loc-0092
11000848	fl:noah_ln:miller-00379	loc-0027
11000849	fl:noah_ln:dupont-00835	loc-0134
11000849	fl:yuki_ln:ahmed-00819	loc-0154
11000849	fl:noah_ln:garcia-00481	loc-0049
11000850	fl:marco_ln:zhang-01021	loc-0196
11000850	fl:seo-yun_ln:davis-00547	loc-0089
11000851	fl:amelia_ln:miller-00499	loc-0037
11000851	fl:mohammed_ln:park-00614	loc-0178
11000851	fl:fatima_ln:garcia-01741	loc-0006
11000851	fl:rajesh_ln:esposito-00828	loc-0086
11000852	fl:giulia_ln:smith-00050	loc-0044
11000853	fl:marco_ln:sharma-01635	loc-0054
11000854	fl:camille_ln:miller-01440	loc-0113
11000854	fl:sofia_ln:smith-00825	loc-0047
11000854	fl:greta_ln:brown-00461	loc-0077
11000855	fl:natasha_ln:zhang-01236	loc-0143
11000855	fl:liam_ln:gupta-01516	loc-0066
11000856	fl:mohammed_ln:anderson-00711	loc-0190
11000857	fl:chen_ln:chen-01190	loc-0004
11000858	fl:sakura_ln:brown-01364	loc-0117
11000858	fl:liu_ln:kumar-01187	loc-0147
11000858	fl:anika_ln:yamamoto-00230	loc-0059
11000859	fl:mohammed_ln:müller-01456	loc-0095
11000860	fl:liam_ln:rodriguez-00435	loc-0079
11000860	fl:natasha_ln:taylor-00280	loc-0032
11000860	fl:wei_ln:dupont-00998	loc-0013
11000861	fl:giulia_ln:brown-01730	loc-0069
11000861	fl:olivia_ln:rossi-00358	loc-0170
11000862	fl:anika_ln:smith-01221	loc-0015
11000862	fl:amelia_ln:petrov-01744	loc-0113
11000862	fl:camille_ln:hassan-01724	loc-0088
11000862	fl:giulia_ln:khan-00364	loc-0084
11000862	fl:liu_ln:schmidt-00928	loc-0160
11000863	fl:emma_ln:garcia-00796	loc-0004
11000863	fl:olivia_ln:li-00278	loc-0001
11000864	fl:aisha_ln:ali-01282	loc-0113
11000864	fl:ivan_ln:anderson-00735	loc-0134
11000864	fl:sakura_ln:taylor-01799	loc-0069
11000865	fl:liu_ln:davis-00385	loc-0066
11000865	fl:marco_ln:johnson-01222	loc-0028
11000866	fl:min_ln:suzuki-00350	loc-0060
11000867	fl:natasha_ln:müller-00216	loc-0009
11000867	fl:greta_ln:müller-00605	loc-0080
11000867	fl:carlos_ln:conti-01577	loc-0018
11000867	fl:sakura_ln:taylor-01341	loc-0160
11000868	fl:carlos_ln:hassan-00061	loc-0071
11000868	fl:santosh_ln:martin-01150	loc-0084
11000869	fl:sofia_ln:dupont-01501	loc-0149
11000870	fl:john_ln:tanaka-01313	loc-0051
11000870	fl:noah_ln:hassan-01613	loc-0168
11000871	fl:noah_ln:petrov-01690	loc-0182
11000871	fl:noah_ln:sharma-01759	loc-0146
11000872	fl:hans_ln:kim-01605	loc-0170
11000872	fl:isabella_ln:dupont-00049	loc-0138
11000872	fl:liam_ln:petrov-01626	loc-0055
11000873	fl:aisha_ln:kim-00576	loc-0018
11000873	fl:olivia_ln:ferrari-00095	loc-0064
11000874	fl:olivia_ln:ahmed-00615	loc-0064
11000874	fl:liu_ln:patel-01142	loc-0099
11000874	fl:john_ln:rossi-01135	loc-0070
11000874	fl:pierre_ln:rodriguez-01750	loc-0095
11000875	fl:amelia_ln:ahmed-00197	loc-0001
11000875	fl:kenji_ln:smith-00650	loc-0058
11000875	fl:amelia_ln:ali-00275	loc-0138
11000875	fl:ivan_ln:anderson-00735	loc-0150
11000875	fl:yuki_ln:rodriguez-01761	loc-0147
11000876	fl:luca_ln:johnson-00020	loc-0148
11000877	fl:santosh_ln:garcia-01630	loc-0021
11000877	fl:fatima_ln:anderson-00091	loc-0164
11000878	fl:seo-yun_ln:kim-00204	loc-0035
11000879	fl:fatima_ln:taylor-00249	loc-0160
11000880	fl:hiroshi_ln:hassan-00947	loc-0017
11000880	fl:rajesh_ln:zhang-00674	loc-0103
11000880	fl:anika_ln:li-01563	loc-0163
11000881	fl:liu_ln:suzuki-00831	loc-0132
11000881	fl:sakura_ln:gupta-01298	loc-0075
11000881	fl:camille_ln:khan-00672	loc-0050
11000882	fl:camille_ln:wilson-00938	loc-0148
11000883	fl:kenji_ln:park-01216	loc-0071
11000883	fl:carlos_ln:tanaka-01345	loc-0056
11000884	fl:alice_ln:dupont-01537	loc-0066
11000884	fl:ahmed_ln:gupta-00401	loc-0191
11000884	fl:aisha_ln:sato-01561	loc-0123
11000884	fl:fatima_ln:rossi-00008	loc-0070
11000884	fl:anika_ln:ferrari-00209	loc-0157
11000885	fl:liam_ln:esposito-00047	loc-0095
11000886	fl:marco_ln:sharma-01635	loc-0130
11000886	fl:noah_ln:martin-00939	loc-0001
11000886	fl:noah_ln:patel-01064	loc-0057
11000887	fl:sakura_ln:taylor-01799	loc-0100
11000887	fl:mohammed_ln:khan-01347	loc-0040
11000887	fl:seo-yun_ln:tanaka-01417	loc-0188
11000888	fl:chen_ln:kumar-00847	loc-0199
11000889	fl:luca_ln:wang-00394	loc-0005
11000889	fl:wei_ln:conti-01558	loc-0068
11000889	fl:luca_ln:hassan-01572	loc-0068
11000889	fl:yuki_ln:ferrari-01066	loc-0003
11000889	fl:liu_ln:wang-01664	loc-0053
11000890	fl:hiroshi_ln:khan-01469	loc-0055
11000890	fl:pierre_ln:ahmed-01515	loc-0142
11000891	fl:min_ln:wang-00089	loc-0113
11000891	fl:camille_ln:petrov-00779	loc-0008
11000892	fl:seo-yun_ln:brown-00798	loc-0099
11000893	fl:oliver_ln:esposito-00246	loc-0101
11000893	fl:seo-yun_ln:li-01167	loc-0005
11000893	fl:mohammed_ln:davis-01406	loc-0068
11000893	fl:alice_ln:garcia-00678	loc-0057
11000894	fl:pierre_ln:yamamoto-00163	loc-0111
11000894	fl:camille_ln:johnson-00505	loc-0172
11000895	fl:hiroshi_ln:sharma-00663	loc-0112
11000896	fl:oliver_ln:rodriguez-01059	loc-0072
11000897	fl:olivia_ln:zhang-00369	loc-0156
11000897	fl:priya_ln:johnson-00996	loc-0054
11000898	fl:john_ln:chen-00165	loc-0034
11000898	fl:greta_ln:ali-00039	loc-0180
11000899	fl:pierre_ln:sharma-00229	loc-0084
11000899	fl:giulia_ln:sato-00017	loc-0087
11000900	fl:chen_ln:wilson-01775	loc-0027
11000900	fl:carlos_ln:garcia-00562	loc-0056
11000900	fl:ivan_ln:kim-01239	loc-0186
11000900	fl:natasha_ln:gupta-00320	loc-0067
11000900	fl:priya_ln:schmidt-01441	loc-0194
11000901	fl:ivan_ln:wilson-01736	loc-0177
11000901	fl:hans_ln:johnson-01795	loc-0135
11000902	fl:ahmed_ln:wang-01509	loc-0148
11000903	fl:hans_ln:sato-01189	loc-0134
11000903	fl:mohammed_ln:chen-01644	loc-0128
11000904	fl:rajesh_ln:hassan-01655	loc-0118
11000905	fl:olivia_ln:brown-00081	loc-0172
11000906	fl:mohammed_ln:smith-00108	loc-0097
11000906	fl:hans_ln:zhang-01115	loc-0007
11000906	fl:liu_ln:martin-01568	loc-0191
11000907	fl:santosh_ln:garcia-01630	loc-0127
11000908	fl:john_ln:garcia-01094	loc-0169
11000909	fl:camille_ln:gupta-00666	loc-0069
11000909	fl:sofia_ln:anderson-01643	loc-0140
11000910	fl:sofia_ln:tanaka-00609	loc-0161
11000910	fl:amelia_ln:brown-00675	loc-0032
11000910	fl:rajesh_ln:esposito-00828	loc-0067
11000910	fl:aisha_ln:rodriguez-00508	loc-0159
11000910	fl:oliver_ln:sharma-01798	loc-0175
11000911	fl:kenji_ln:chen-00024	loc-0198
11000912	fl:isabella_ln:wilson-01755	loc-0154
11000913	fl:mohammed_ln:davis-01106	loc-0140
11000913	fl:ivan_ln:ivanov-00721	loc-0056
11000913	fl:aisha_ln:sato-01561	loc-0089
11000913	fl:ahmed_ln:patel-00983	loc-0133
11000914	fl:chen_ln:patel-01063	loc-0139
11000914	fl:giulia_ln:martin-01305	loc-0148
11000914	fl:priya_ln:dupont-00908	loc-0145
11000915	fl:isabella_ln:suzuki-01010	loc-0164
11000915	fl:oliver_ln:zhang-01333	loc-0072
11000915	fl:santosh_ln:conti-00542	loc-0015
11000916	fl:jin_ln:taylor-01742	loc-0107
11000916	fl:hiroshi_ln:ali-00304	loc-0003
11000917	fl:liam_ln:park-01511	loc-0133
11000918	fl:john_ln:wang-00767	loc-0046
11000918	fl:john_ln:gupta-01439	loc-0193
11000918	fl:anika_ln:sato-00003	loc-0170
11000918	fl:kenji_ln:zhang-00425	loc-0031
11000919	fl:jin_ln:martin-01772	loc-0018
11000919	fl:priya_ln:wilson-00772	loc-0024
11000919	fl:noah_ln:dupont-00835	loc-0139
11000920	fl:santosh_ln:conti-00978	loc-0045
11000921	fl:ivan_ln:khan-00179	loc-0199
11000922	fl:olivia_ln:ahmed-00615	loc-0102
11000922	fl:luca_ln:taylor-01403	loc-0156
11000923	fl:ahmed_ln:tanaka-00072	loc-0079
11000923	fl:rajesh_ln:patel-00286	loc-0026
11000924	fl:santosh_ln:petrov-00157	loc-0135
11000924	fl:luca_ln:kim-00334	loc-0166
11000925	fl:oliver_ln:ahmed-01733	loc-0183
11000925	fl:santosh_ln:sato-01072	loc-0024
11000925	fl:marco_ln:müller-00489	loc-0187
11000925	fl:oliver_ln:martin-01291	loc-0167
11000925	fl:luca_ln:schmidt-00140	loc-0185
11000926	fl:liam_ln:esposito-00824	loc-0166
11000926	fl:ahmed_ln:yamamoto-00862	loc-0161
11000927	fl:yuki_ln:tanaka-00501	loc-0003
11000928	fl:mohammed_ln:hassan-01566	loc-0143
11000928	fl:giulia_ln:smith-00050	loc-0017
11000929	fl:camille_ln:rodriguez-01141	loc-0187
11000929	fl:kenji_ln:johnson-00498	loc-0135
11000930	fl:priya_ln:tanaka-01322	loc-0051
11000930	fl:pierre_ln:suzuki-01779	loc-0018
11000930	fl:noah_ln:garcia-00481	loc-0153
11000930	fl:priya_ln:garcia-00892	loc-0074
11000930	fl:amelia_ln:ahmed-01587	loc-0163
11000931	fl:min_ln:esposito-00984	loc-0182
11000931	fl:olivia_ln:müller-01604	loc-0073
11000932	fl:carlos_ln:ali-00992	loc-0173
